questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_순천여고_2학기_기말_고1_기출/q17.png,assets/images/22_순천여고_2학기_기말_고1_기출/q17-solution.svg,PRESENT,,PRESENT,PRESENT,ac06bf5194d610a97b58a5f3d8805037ccc14fa910526ee3b7f2436bbcb39cab,ab25646c11110c527c74ea692c19b7a95b5d0ac09fd39f2da6e83b2c1987e543
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_순천여고_2학기_기말_고1_기출/q20-solution.svg,ABSENT,,ABSENT,PRESENT,,12bb3e984aa80a78598dbdc2ede11fcbe0a19c9cd54540b3c75a52c3eb94f31a
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_순천여고_2학기_기말_고1_기출/q21-solution.svg,ABSENT,,ABSENT,PRESENT,,c2e752e3c7985d0b484e1bd5f84015b25f312e47139017c4d0ce358d0dcf48ce
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_23,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_순천여고_2학기_기말_고1_기출/q5.png,,PRESENT,,PRESENT,ABSENT,e8efdf5b1a9406ed018e2db831fe8a9fce6b6a65f2f2ce644cc687af684273f9,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_순천여고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,12f99a40b3b1e1800033fcc9e4e9c3aca9b37c4642feb5c05c0eb5aca2b3f880
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_순천여고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,7ce7f35db6aa99215b3247d03f178e451fd1ed951b309f45f19cb20659e9cba1
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_제일고_2학기_기말_고1_기출/q1.png,,PRESENT,,PRESENT,ABSENT,7f1065135e8b8d6474e0dce995a3d9cb9ccaafc54f106b0b4de1aa7749f366ef,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_제일고_2학기_기말_고1_기출/q02-solution.svg,ABSENT,,ABSENT,PRESENT,,23c4bd273cc79fda9fbd00d4026654d3f0802f01cb99ccf53d96fddd9ba8fdc8
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_제일고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,1568f5f712dfb7b2198382b0bd2b0f697b829fda59d71e46ef55444ebc275186
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_제일고_2학기_기말_고1_기출/q3.png,,PRESENT,,PRESENT,ABSENT,6adc6445cdc11f2078408667596959850d41918620cf5b4260b5759c659428a7,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_제일고_2학기_기말_고1_기출/q09-solution.svg,ABSENT,,ABSENT,PRESENT,,236b18f417d79fa88ba3f95f5b64f79ec9e8fe0c312194e020fd9700e6275bf2
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_팔마고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,a937f4e26255b57a50e3a9c36bb598bd088f97e00accdfe8ca994ccf33aa3c19
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_팔마고_2학기_기말_고1_기출/q16-solution.svg,ABSENT,,ABSENT,PRESENT,,d925944c4462cefa1c19dc672358a9d64aacee9083ba014456b12d035af2e52a
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_팔마고_2학기_기말_고1_기출/q21.svg,,PRESENT,,PRESENT,ABSENT,607222fa82ea05c52ce5801b0d484aac78b209cfca0b5d9e817ae735437a2515,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_팔마고_2학기_기말_고1_기출/q06-solution.svg,ABSENT,,ABSENT,PRESENT,,68b4470bb4c299ef31999276f4e82a062588b408149c3a71936655e1b715ed01
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_팔마고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,c6af2d8bee882fe3974f2cb6766366e9ddd5ec9abe245e1c141e7a3fabf7a130
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_효천고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,b4eaa3b314a1dc66456c1d6fdcaefe9d18f91e527c1223ea8ba653aa7e28cb1e
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_효천고_2학기_기말_고1_기출/q16-solution.svg,ABSENT,,ABSENT,PRESENT,,af45d561f2d651e69a9e73af64ccc7c08a5bd415d4c9145dc482a1748f5b24b6
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_효천고_2학기_기말_고1_기출/q18-solution.svg,ABSENT,,ABSENT,PRESENT,,56e2cba1b63d9c62391cd85ab28960fac2f796080791d08c507ca554944c67d9
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_효천고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,bba66d88bb1712553b27275512ab0e54716c259f5b327486d9d5cc9f4efdcb8a
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_효천고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,f8f990040e1f459eec8c1e47f9e6887ddaa81d12c2652cd64f7f292047136d95
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_효천고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,d68487dca4bc532a49c0b13e3d424ee24247b367da2fa7db5922fe103225610f
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_12,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_강남여고_2학기_기말_고1_기출/q12.png,,PRESENT,,PRESENT,ABSENT,ed72d00ccc58c7e6abab0efaf90bf422b174d488f5d222d409245e48b8e9d884,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_강남여고_2학기_기말_고1_기출/q18.png,,PRESENT,,PRESENT,ABSENT,180758d06e8a4c5e0fa97c8ae537956a73b8155512b11ee496e43dad8413f970,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_강남여고_2학기_기말_고1_기출/q19-solution.svg,ABSENT,,ABSENT,PRESENT,,0710f69b5e0ae940b7ad2ef4c98ac24ddec4d3171987d082c400f92e0c969b82
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/23_강남여고_2학기_기말_고1_기출/q20.png,assets/images/23_강남여고_2학기_기말_고1_기출/q20-solution.svg,PRESENT,,PRESENT,PRESENT,c25d3191c98931cf974b2cfe7a7c00bd4710805e683ed48ff16892561edc0802,7f237aa0c8274896b176f7c04193332ab4c88651b9638b237e3e95edb906bb83
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/23_강남여고_2학기_기말_고1_기출/q22.png,assets/images/23_강남여고_2학기_기말_고1_기출/q22-solution.svg,PRESENT,,PRESENT,PRESENT,56e90d19e4f0f1ad69cd259027a91dc56aeaa057fba412872b3bcec252bf4ae5,df151c1eb8ab1b12cc02e254286d683876aa7fcac419d079175384fd131db3ec
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_24,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_강남여고_2학기_기말_고1_기출/q24-solution.svg,ABSENT,,ABSENT,PRESENT,,6e1d585a20fea29d9979915bb803a4fd60b02b6decc49e999a1fa617fde37166
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_강남여고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,09877aad64b50dc0eba0b384bc25e9c890d416208c47649dadb5fc85d57eec46
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_강남여고_2학기_기말_고1_기출/q06-solution.svg,ABSENT,,ABSENT,PRESENT,,c0b97337071a066f3f36f32404bd7f2becc6055b144bee1d9e1eee2cf76c314c
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
