questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_팔마고_2학기_기말_고1_기출/q21.svg,,PRESENT,ABSENT,c1750dbae58e575ba62365929a9cb49c3523ad8ccdb09781a45982b991ffba27,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_12,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_강남여고_2학기_기말_고1_기출/q12.png,,PRESENT,ABSENT,ed72d00ccc58c7e6abab0efaf90bf422b174d488f5d222d409245e48b8e9d884,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_강남여고_2학기_기말_고1_기출/q18.png,,PRESENT,ABSENT,180758d06e8a4c5e0fa97c8ae537956a73b8155512b11ee496e43dad8413f970,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_강남여고_2학기_기말_고1_기출/q20.png,,PRESENT,ABSENT,c25d3191c98931cf974b2cfe7a7c00bd4710805e683ed48ff16892561edc0802,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_강남여고_2학기_기말_고1_기출/q22.png,,PRESENT,ABSENT,56e90d19e4f0f1ad69cd259027a91dc56aeaa057fba412872b3bcec252bf4ae5,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_24,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_11,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_13,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_금당고_2학기_기말_고1_기출/q18.png,,PRESENT,ABSENT,89e9d9436fb7f883fb3f1ea7104e377e8c8affb5799e80f32f79bc4a152d77b7,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_4,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_금당고_2학기_기말_고1_기출/q4.png,,PRESENT,ABSENT,4b2cb43e7c6fd4fb545266e1b18a932b60b839496460c76f2b4e30f071634707,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_1,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_매산여고_2학기_기말_고1_기출/q3.png,,PRESENT,ABSENT,5792e9bcd78919c9e360c78f2011e5268c10917bfe12f7dc1246680bfa9e4324,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_7,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_1,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_13,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_강남여고_2학기_기말_고1_기출/q16.png,,PRESENT,ABSENT,b2823947db1f54a4ac6b7a06087754fbe6942ab3e51c7fc19bfe4fdd6d819b7b,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_24,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_강남여고_2학기_기말_고1_기출/q24.png,,PRESENT,ABSENT,5b681a1c1eec07c7f25e91c535c5a71429aa6e62be50e44f336ac8e2a45e1a5a,
