questionUid,sourceJsPath,id,standardUnitKey,answer,extractedConclusion,solutionLength,staticStatus,independentSolveStatus,solutionDisposition,findings,jumpSignals
"26_팔마고_1학기_기말_고2_대수::q10","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","10","H22-A-05","③","③","287","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q11","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","11","H22-A-07","②","②","425","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q12","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","12","H22-A-08","②","②","670","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q13","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","13","H22-A-05","②","②","389","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q14","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","14","H22-A-06","④","④","426","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q15","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","15","H22-A-07","$2356$","","297","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q16","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","16","H22-A-06","$64$","","628","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q17","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","17","H22-A-05","$\dfrac{3\sqrt3}{4}$","","756","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q18","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","18","H22-A-06","$19$","","566","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_팔마고_1학기_기말_고2_대수::q19","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","19","H22-A-08","증명","","521","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q20","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","20","H22-A-07","$12$","","879","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q21","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","21","H22-A-05","$\dfrac{180\pi}{11}$","","959","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q1","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","1","H22-A-04","③","③","234","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q2","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","2","H22-A-04","①","","376","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"26_효천고_1학기_기말_고2_대수::q3","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","3","H22-A-05","②","②","252","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q4","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","4","H22-A-06","②","②","208","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q5","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","5","H22-A-07","⑤","⑤","306","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q6","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","6","H22-A-04","①","①","584","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q7","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","7","H22-A-07","④","④","280","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q8","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","8","H22-A-06","①","①","339","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q9","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","9","H22-A-04","②","②","415","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_효천고_1학기_기말_고2_대수::q10","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","10","H22-A-04","①","①","595","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q11","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","11","H22-A-06","②","②","359","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q12","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","12","H22-A-04","⑤","⑤","413","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q13","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","13","H22-A-07","④","④","427","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q14","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","14","H22-A-05","④","④","649","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q15","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","15","H22-A-05","③","③","665","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q16","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","16","H22-A-06","⑤","⑤","530","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q17","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","17","H22-A-06","③","③","848","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q18","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","18","H22-A-06","$a_n=2^{n-1}$","","264","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q19","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","19","H22-A-08","$13$","","203","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q20","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","20","H22-A-04","$\dfrac{\sqrt7}{2}$","","454","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q21","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","21","H22-A-04","$4$","","313","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q22","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","22","H22-A-05","$\dfrac{9\sqrt7}{14}$","","591","REVIEW","PENDING","UNFROZEN","",""
"26_효천고_1학기_기말_고2_대수::q23","archive/exams/original/high/h2/1final/26_효천고_1학기_기말_고2_대수.js","23","H22-A-08","$58$","","524","REVIEW","PENDING","UNFROZEN","",""
"23_부영여고_1학기_중간_고2_대수::q1","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","1","H22-A-01","④","","381","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q2","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","2","H22-A-01","②","","382","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q3","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","3","H22-A-02","④","","357","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q4","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","4","H22-A-01","⑤","","391","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q5","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","5","H22-A-04","④","","351","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q6","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","6","H22-A-04","①","","278","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q7","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","7","H22-A-01","④","","261","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q8","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","8","H22-A-01","②","","304","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q9","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","9","H22-A-01","③","","240","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q10","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","10","H22-A-01","②","","342","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q11","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","11","H22-A-03","④","","289","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q14","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","14","H22-A-01","②","","323","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q15","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","15","H22-A-03","⑤","","297","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q17","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","17","H22-A-01","③","","369","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q20","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","20","H22-A-01","27/2","","514","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_부영여고_1학기_중간_고2_대수::q21","archive/exams/original/high/h2/1mid/23_부영여고_1학기_중간_고2_대수.js","21","H22-A-01","a=1, b=4","","369","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_중앙여고_1학기_중간_고2_대수::q1","archive/exams/original/high/h2/1mid/23_중앙여고_1학기_중간_고2_대수.js","1","H22-A-01","④","","532","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_중앙여고_1학기_중간_고2_대수::q2","archive/exams/original/high/h2/1mid/23_중앙여고_1학기_중간_고2_대수.js","2","H22-A-01","④","","518","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_중앙여고_1학기_중간_고2_대수::q3","archive/exams/original/high/h2/1mid/23_중앙여고_1학기_중간_고2_대수.js","3","H22-A-01","①","","578","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_중앙여고_1학기_중간_고2_대수::q4","archive/exams/original/high/h2/1mid/23_중앙여고_1학기_중간_고2_대수.js","4","H22-A-01","①","","717","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_중앙여고_1학기_중간_고2_대수::q5","archive/exams/original/high/h2/1mid/23_중앙여고_1학기_중간_고2_대수.js","5","H22-A-01","9, -3 < k < 0","","802","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q1","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","1","H22-A-01","①","","291","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q2","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","2","H22-A-01","②","","343","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q3","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","3","H22-A-03","⑤","","430","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q4","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","4","H22-A-04","④","","228","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q5","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","5","H22-A-01","③","","388","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q6","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","6","H22-A-01","③","","318","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q7","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","7","H22-A-04","④","","216","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q8","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","8","H22-A-04","⑤","","525","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q9","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","9","H22-A-01","④","","374","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q10","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","10","H22-A-04","④","","513","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q11","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","11","H22-A-01","①","","478","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q12","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","12","H22-A-02","③","","295","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q13","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","13","H22-A-04","③","","526","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q14","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","14","H22-A-03","①","","618","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q15","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","15","H22-A-01","$\sqrt[4]{8}$","","266","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q17","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","17","H22-A-01","60","","579","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q18","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","18","H22-A-01","175","","580","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q20","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","20","H22-A-01","(1) $I_n = A(0.97)^n, \ (2) 369\text{lx}$","","478","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"23_한영고_1학기_중간_고2_대수::q21","archive/exams/original/high/h2/1mid/23_한영고_1학기_중간_고2_대수.js","21","H22-A-03","$964$","","491","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q1","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","1","H22-A-01","②","","43","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING|SHORT_SOLUTION_REVIEW",""
"24_금당고_1학기_중간_고2_대수::q2","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","2","H22-A-01","⑤","","106","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING|SHORT_SOLUTION_REVIEW",""
"24_금당고_1학기_중간_고2_대수::q3","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","3","H22-A-01","⑤","","88","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING|SHORT_SOLUTION_REVIEW",""
"24_금당고_1학기_중간_고2_대수::q4","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","4","H22-A-01","④","","116","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING|SHORT_SOLUTION_REVIEW",""
"24_금당고_1학기_중간_고2_대수::q5","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","5","H22-A-04","⑤","","97","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING|SHORT_SOLUTION_REVIEW",""
"24_금당고_1학기_중간_고2_대수::q6","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","6","H22-A-04","①","","208","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q7","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","7","H22-A-01","②","","186","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q8","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","8","H22-A-04","③","","268","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING|LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"24_금당고_1학기_중간_고2_대수::q11","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","11","H22-A-01","④","","253","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q12","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","12","H22-A-01","①","①","301","REVIEW","PENDING","UNFROZEN","",""
"24_금당고_1학기_중간_고2_대수::q13","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","13","H22-A-03","③","","259","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q16","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","16","H22-A-02","④","","2433","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q17","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","17","H22-A-04","④","","1877","FAIL","PENDING","UNFROZEN","CONCLUSION_MISSING",""
"24_금당고_1학기_중간_고2_대수::q18","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","18","H22-A-03","\frac{5}{8}","","286","REVIEW","PENDING","UNFROZEN","",""
"24_금당고_1학기_중간_고2_대수::q19","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","19","H22-A-04","3<t<9","","2183","REVIEW","PENDING","UNFROZEN","",""
"24_금당고_1학기_중간_고2_대수::q20","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","20","H22-A-01","4","","383","REVIEW","PENDING","UNFROZEN","",""
"24_금당고_1학기_중간_고2_대수::q21","archive/exams/original/high/h2/1mid/24_금당고_1학기_중간_고2_대수.js","21","H22-A-02","\left(\frac{27}{4}\right)^{\frac{4}{5}}","","2087","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"25_매산고_1학기_중간_고2_대수::q1","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","1","H15-M1-05","④","④","203","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q2","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","2","H15-M1-01","⑤","⑤","310","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q3","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","3","H15-M1-07","④","④","416","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q4","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","4","H15-M1-02","②","②","399","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q5","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","5","H15-M1-05","①","①","554","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면|대입하면"
"25_매산고_1학기_중간_고2_대수::q6","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","6","H15-M1-01","④","④","403","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q7","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","7","H15-M1-02","④","④","501","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_매산고_1학기_중간_고2_대수::q8","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","8","H15-M1-02","②","②","419","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q9","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","9","H15-M1-02","⑤","⑤","649","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q10","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","10","H15-M1-02","①","①","890","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_매산고_1학기_중간_고2_대수::q11","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","11","H15-M1-06","②","②","799","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q12","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","12","H15-M1-05","⑤","⑤","774","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q13","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","13","H15-M1-01","①","①","627","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q14","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","14","H15-M1-01","③","③","1144","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"25_매산고_1학기_중간_고2_대수::q15","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","15","H15-M1-02","$\dfrac{1-a}{a}$","","271","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q16","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","16","H15-M1-02","$b$","","202","REVIEW","PENDING","UNFROZEN","",""
"25_매산고_1학기_중간_고2_대수::q17","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","17","H15-M1-02","$(4, \frac{1}{2}), (\frac{1}{64}, 8)$","","755","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_매산고_1학기_중간_고2_대수::q18","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","18","H15-M1-05","12","","749","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_매산고_1학기_중간_고2_대수::q19","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","19","H15-M1-01","18","","462","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_매산고_1학기_중간_고2_대수::q20","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","20","H15-M1-07","$a=1-\sqrt{2}$, $\sin^3\theta+\cos^3\theta = \sqrt{2}-2$","","911","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_매산고_1학기_중간_고2_대수::q21","archive/exams/original/high/h2/1mid/25_매산고_1학기_중간_고2_대수.js","21","H15-M1-02","$a=-6$ 또는 $a>3$","","826","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q1","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","1","H22-A-01","④","④","445","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q2","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","2","H22-A-01","②","②","138","REVIEW","PENDING","UNFROZEN","SHORT_SOLUTION_REVIEW",""
"25_순천고_1학기_중간_고2_대수::q3","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","3","H22-A-01","④","④","204","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q4","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","4","H22-A-04","⑤","⑤","418","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q5","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","5","H22-A-02","①","①","286","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_순천고_1학기_중간_고2_대수::q6","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","6","H22-A-01","③","③","457","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q7","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","7","H22-A-03","⑤","⑤","371","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q8","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","8","H22-A-04","①","①","380","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_순천고_1학기_중간_고2_대수::q9","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","9","H22-A-03","⑤","⑤","407","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q10","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","10","H22-A-01","④","④","710","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","계산하면"
"25_순천고_1학기_중간_고2_대수::q11","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","11","H22-A-01","⑤","⑤","378","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q12","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","12","H22-A-03","①","①","374","REVIEW","PENDING","UNFROZEN","",""
"25_순천고_1학기_중간_고2_대수::q13","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","13","H22-A-04","③","③","676","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_순천고_1학기_중간_고2_대수::q14","archive/exams/original/high/h2/1mid/25_순천고_1학기_중간_고2_대수.js","14","H22-A-04","②","②","551","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
