questionUid,qKey,standardUnitKey,subUnitKey,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,graphGapDisposition,graphCandidateScore,graphCandidateReasons,graphRequirement,qualityDisposition,placeholderFound,contentPreview
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_21,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f(x)=\dfrac{2x+3}{4x-5}$의 역함수 구하는 과정을 서술하고 역함수의 정의역과 치역을 구하시오. [5점]
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_22,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_22,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=\sqrt{3x}$, $g(x)=\sqrt{x}$의 그래프와 직선 $x=n$이 만나는 점을 각각 A, B라 하고, 직선 $x=n+6$이 만나는 점을 각각 C, D라 할 때, 사각형 ACDB의 넓이가 $6\sqrt3$일 때, $n$의 값을 구하는 과정을 서술하시오. (단, $n$은 자연수) [6점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_10,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 무리식 $\sqrt{x+3}$, $\sqrt{9-3x}$의 값이 모두 실수가 되도록 하는 정수 $x$의 개수는? [4점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_14,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{0,1,2\}$에 대하여 함수 $f:X\to X$의 함숫값 $f(x)$를 $x^2$을 $3$으로 나누었을 때의 나머지로 정할 때, $f^2(2)+f^3(2)+f^4(2)$의 값은? (단, $f^1=f$, $f^2=f\circ f$, $\ldots$, $f^{n+1}=f\circ f^n$, $n$은 자연수) [4.2점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_15,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=x^2-12x+42$ ($x\ge6$)의 그래프와 그 역함수 $y=f^{-1}(x)$의 그래프가 만나는 두 점을 $P,Q$라 할 때, 선분 $PQ$의 길이는? [4.3점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_16,H22-C2-09,H22-C2-09-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $y=\dfrac{ax+b}{x+c}$의 그래프가 그림과 같을 때, 무리함수 $y=\sqrt{ax+b}+c$의 그래프가 지나는 사분면은? [4.3점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_19,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서로 다른 네 실수 $a,b,c,d$에 대하여 집합 $X=\{a,b,c,d\}$를 정의역, 정수 전체의 집합을 공역으로 하는 함수 $f(x)=|x^2-6x+4|$가 상수함수일 때, 함수 $f(x)$의 치역은 $\{k\}$이다. 정수 $k$의 합은? [4.5점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_20,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"정의역과 공역이 각각 실수 전체의 집합인 함수 $f$가 $f(x)=\begin{cases}x+4&(x\lt1)\\ax^2+bx+7&(x\ge1)\end{cases}$ 이다. 함수 $f$의 역함수 $f^{-1}$가 존재하도록 하는 두 실수 $a,b$에 대하여 $a$의 값이 최소일 때, 함수 $f$를 $g$라 하자. $g(3)$의 값은? (단, $a\ne0$) [4.5점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_22,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,[서·논술형 2] 무리함수 $y=\sqrt{x-2}$의 그래프와 직선 $y=x+k$가 두 점에서 만나기 위한 실수 $k$의 값의 범위를 구하시오. [10점]
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_6,H22-C2-07,H22-C2-07-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f:X\to Y$가 다음과 같을 때 다음 중 옳지 않은 것은? [3.7점]
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_7,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=3x-5$, $g(x)=x^2+1$에 대하여 $(g\circ f)(1)$의 값은? [3.8점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_8,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=ax+b$가 $f(1)=3$, $f^{-1}(5)=2$를 만족시킬 때, 실수 $a,b$에 대하여 $2a-b$의 값은? [3.8점]"
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_9,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $y=\dfrac{k}{x-p}+q$ ($k\ne0$)의 그래프가 점 $(0,4)$를 지나고 점근선의 방정식이 $x=1$, $y=-4$일 때, $k-p+q$의 값은? [4점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_10,H22-C2-07,H22-C2-07-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=f(x)$의 그래프와 직선 $y=x$가 다음 그림과 같을 때, $(f\circ f)(k)=e$를 만족하는 $k$를 고르면? [3.9점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_12,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"일차함수 $f(x)$가 $f(2x+1)=3x+5$를 만족시킬 때, $f^{-1}(14)$의 값은? [4.2점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_13,H22-C2-08,H22-C2-08-FUNCTION_BASIC,PRESENT,,PRESENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\dfrac{x+a}{bx+c}$의 그래프가 아래와 같을 때, 상수 $a$, $b$, $c$에 대하여 $a+b+c$의 값은? [4.2점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_14,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 중 유리함수 $y=\dfrac{1}{2-x}+a$의 그래프가 모든 사분면을 지나도록 하는 $a$의 값으로 옳은 것은? [4.2점]
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_15,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f(x)=\dfrac{1}{2}x^2-4x+a\;(x\ge4)$의 그래프와 그 역함수 $y=f^{-1}(x)$의 그래프가 서로 다른 $2$개의 점에서 만나도록 하는 자연수 $a$의 개수는? [4.5점]
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_17,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\left|\sqrt{2x+2}-2\right|$의 그래프와 직선 $y=k(x-1)+1$이 서로 다른 두 점에서 만나도록 하는 실수 $k$의 최솟값은? (단, $a$, $b$는 상수이다.) [4.5점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_18,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\dfrac{1}{x-1}+2\;(x\gt1)$의 그래프와 원 $(x-1)^2+(y-2)^2=9$가 만나는 두 점 사이의 거리를 구하시오. [부분 점수 없음, 5점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_19,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$x\gt3$일 때, $\dfrac{x-3}{x^2-3x+4}$은 $x=a$에서 최댓값 $b$를 갖는다. $a+b$의 값을 구하시오. [부분 점수 없음, 5점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_21,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{1,2,3\}$에 대하여 $X$에서 $X$로 가는 두 함수 $f$와 $g$가 모두 일대일대응이고, 아래 조건을 모두 만족시킬 때, 다음 물음에 답하여라. [부분 점수 있음, 6점] <div class=""q-box"">(가) $f(1)=2$<br>(나) $g(3)=1$<br>(다) $(g\circ f)(2)=2$</div> (1) $f(2)$가 얼마인지 구하고 그 이유를 간단히 쓰시오. [2점]<br>(2) $g(2"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_22,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"실수 전체의 집합에서 정의된 함수 $ f(x)=\begin{cases}x+2&(x\lt-1)\\2x+3&(x\ge-1)\end{cases} $ 에 대하여 함수 $y=(f\circ f)(x)$를 구하는 과정이다. [부분 점수 있음, 총 7점] (1) $ f(f(x))=\begin{cases}f(x)+2&(\boxed{\phantom{f(x)}}\lt-1)\\2f(x)+3&(\boxed{\phantom{f(x)}}\ge-1)\en"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_23,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_23,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $\{x\mid x\le1\}\cup\{x\mid x\ge2\}$에서 정의된 함수 $ f(x)=\begin{cases}2-\sqrt{1-x}&(x\le1)\\\sqrt{x-2}+3&(x\ge2)\end{cases} $ 에 대하여 다음 물음에 답하시오. [부분 점수 있음, 총 7점] (1) 함수 $y=f(x)$의 그래프를 그리시오. [3점]<br>(2) 함수 $y=f(x)$의 그래프와 직선 $y=x+k$가 서로 다른 네 점"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_3,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_3,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 무리식 $\sqrt{x-3}$, $\sqrt{10-2x}$의 값이 모두 실수가 되도록 하는 정수 $x$의 개수는? [3.3점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_4,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_4,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"다음 그림은 두 함수 $f:X\to Y$, $g:Y\to Z$를 나타낸 것이다. $(g\circ f)(2)$의 값은? [3.3점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_7,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\sqrt{x-5}-3$의 정의역이 $\{x\mid x\ge a\}$, 치역이 $\{y\mid y\ge b\}$일 때, $a+b$의 값은? (단, $a$, $b$는 상수이다.) [3.6점]"
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_8,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_8,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,집합 $A=\{x\mid x\le4\}$에 대하여 $A$에서 $A$로의 함수 $f(x)=3x-a$가 일대일 대응이 되도록 하는 상수 $a$의 값은? [3.6점]
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_9,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_9,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 정수 $a$, $b$에 대하여 함수 $ f(x)=\begin{cases}a(x-2)^2+b&(x\lt2)\\-x+8&(x\ge2)\end{cases} $ 은 실수 전체의 집합에서 정의된 역함수를 갖는다. $a+b$의 최솟값은? [3.9점]"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_10,H22-C2-07,H22-C2-07-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,오른쪽 함수 $f:X\to X$에서 $(f\circ f)(2)$의 값은?
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_11,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_11,H22-C2-09,H22-C2-09-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $y=\sqrt{-x-1}-1$의 그래프가 지나는 사분면은?
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_12,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_12,H22-C2-07,H22-C2-07-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=f(x)$의 그래프와 직선 $y=x$가 그림과 같을 때, $f(5)+f^{-1}(7)$의 값은?"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_13,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_13,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 중 $y=\dfrac{-x}{x-1}$의 그래프에 대하여 옳지 않은 것은?
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_14,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 유리함수 $y=\dfrac{2}{x-k}$, $y=\dfrac{kx-1}{x-1}$의 그래프의 점근선으로 둘러싸인 부분의 넓이가 $12$일 때, 양수 $k$의 값은?"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_15,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=ax+b$가 $f(5)=2$, $f^{-1}(5)=-1$을 만족시킬 때, 실수 $a,b$에 대하여 $a+b$의 값은?"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_16,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"분모를 $0$으로 만들지 않은 모든 실수 $x$에 대하여 $\dfrac{1}{2-\dfrac{1}{1-\dfrac{1}{x+1}}}=\dfrac{ax+b}{x-1}$일 때, 실수 $a,b$에 대하여 $a+b$의 값은?"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_17,H22-C2-09,H22-C2-09-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 무리함수 $y=\sqrt{2x}$, $y=\sqrt{x}$의 그래프가 그림과 같을 때, $y=\sqrt{2x}$ 위의 점 $A$에서 $x$축에 평행한 직선을 그어 $y=\sqrt{x}$와 만나는 점을 $D$라 하고, 두 점 $A,D$에서 $x$축에 내린 수선의 발을 각각 $B,C$라 하자. 사각형 $ABCD$가 정사각형일 때, 점 $A$의 $x$좌표는?"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_18,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_18,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$0\le x\le2$에서 정의된 두 함수<br>$f(x)=\begin{cases}-x+1&(0\le x\lt 1)\\2x-2&(1\le x\le2)\end{cases}$, $g(x)=\begin{cases}x+1&(0\le x\lt 1)\\-2x+4&(1\le x\le2)\end{cases}$<br>에 대하여 함수 $y=(g\circ f)(x)$의 그래프와 $x$축 및 $y$축으로 둘러싸인 부분의 넓이는?"
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_20,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_20,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\sqrt{x+2}$의 역함수를 $g(x)$라 할 때, 두 함수 $y=f(x)$, $y=g(x)$의 그래프의 교점의 좌표를 구하는 과정을 서술하시오."
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_21,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_21,H22-C2-08,H22-C2-08-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,$f(x)=\dfrac{1}{x(x+1)}$에 대하여 $f(1)+f(2)+\cdots+f(99)$의 값을 구하는 과정을 서술하시오.
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_1,H22-C2-07,H22-C2-07-FUNCTION_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 중 함수의 그래프인 것을 모두 고르시오. [3.5점]
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_10,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"실수 전체의 집합을 정의역으로 하는 두 함수 $f(x)=x+k$, $g(x)=kx+1$에 대하여 $g\circ f=f\circ g$가 성립하도록 하는 상수 $k$의 값을 구하시오. (단, $k\ne0$) [4.3점]"
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_11,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_11,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f(x)=x^2-6x+a\ (x\ge3)$의 그래프와 그 역함수 $y=f^{-1}(x)$의 그래프가 접하도록 하는 실수 $a$의 값을 구하시오. [4.3점]
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_14,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"정의역이 $\{x\mid x\ne0\}$인 실수의 집합이고, 공역이 $\{y\mid y\ne0\}$인 실수의 집합인 함수 $f(x)=\dfrac1x$에 대한 설명 중 보기에서 옳은 것만을 있는 대로 고른 것은? [4.5점]<div style=""border:1px solid #222;padding:10px 12px;margin-top:10px;line-height:1.8;"">ㄱ. 함수 $f(x)$의 역함수는 존재한다.<br>ㄴ."
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_15,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\dfrac{3x+1}{x+a}$가 $(f\circ f)(x)=x$를 만족시킬 때, $f^{-1}(13)$의 값을 구하면? [4.5점]"
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_16,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{1,2,3,4,5\}$에 대하여 다음 <조건>을 만족시키는 함수 $f:X\to X$의 개수를 구하시오. [4.8점]<div style=""border:1px solid #222;padding:10px 12px;margin-top:10px;line-height:1.8;"">ㄱ. $x_1\in X$, $x_2\in X$인 임의의 $x_1$, $x_2$에 대하여 $3\le x_1\lt x_2\le5$이면 $f(x_1)\g"
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_17,H22-C2-07,H22-C2-07-FUNCTION_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"실수 전체의 집합을 정의역과 공역으로 하는 함수 $f(x)=\begin{cases}x+c&(x\lt b)\\ ax^2-2ax-3&(x\ge b)\end{cases}$의 역함수가 존재하도록 하는 $b$의 최솟값을 $t$라 하자. $b=t$일 때, $a+c$의 값을 구하시오. (단, $a,b,c,t$는 모두 실수이다.) [4.8점]"
